Age;AgeSquare;Genre;Children;Education;Country;City;Employment;Position;Work_culture;Floor;Sharing;Work_activity;Thermal;Profile;Top_energy;Organisation_energy;Barriers;Intentions;Confidence;How_often;Temperature_winter;Temperature_summer;Lighting_workplace;Consensus;Stairs_elevator;printing_avoid;printing_delay;Efficient_mode;Switchoff_stop;Switchoff_breaks;Sacrifice_winter;Wear_dress;Wear_casual;Open_windows;Influenceness;Susceptibility;Initiative_join;Publicsocialrecognition;personalpraiseprivately;Themajorityofyourpeerssupportenergyefficientbehaviour;Youreceiveenergyrelatedinformationinasimpleandaestheticallyappea;Improvementofyourenergyperformanceentitlesyoutoextraperkse.g.fle;Yourteamcelebratesenergysavingsachievedcollectively;Youareabletogetinformationaboutthepeoplebehindenergyrelateddatac;Youareassistedinsettingmeetingandreviewingyourownpersonalenergys;Yourtopmanagersarealsocommittedtosaveenergy;Youcantrackyourownenergyperformanceinrealtimeandhistorically;Theoverallenergysavinggoalsarebrokendownintosmallereasilyachieva;Thefeasibilityoftheproposedenergysavingshavebeenverifiedinotherb;Theenergyrelatedinformationistailoredtoyouandyouareabletoselfcon;Informationontheactualeffectthatyourpotentialactionsmayhaveupont;Comparativeassessmentofyouractualenergyperformancecomparedtobenc;Comparativeassessmentofyourenergysavingperformancewiththerespect;Historicalcomparisonofyourenergyperformanceandorconsumption;Tipsorsuggestionsontheenergysavingpracticeofthedayweek;Progresstipsandlessonslearnedonspecificenergysavingactionsperfor;Adviceandquotesfromenergyexpertsincludingexternalenergyconsultan;Adviceandquotesfromenergyexpertsincludingexternalenergyconsult_A;Frequency;Response_signs;Social_Recognition;Self_monitoring;Suggestions;Appraisal;Peer_Pressure;Rewards;Convenience_Flexibility;Trust_Validity;Self_assessment
4.183485351;16.14753084;0.932329553;0.969601876;3.972412111;1.872828585;6.041497611;0.934637573;0.756318295;1.067792356;1.892137599;1.936188506;5.159622831;3.990959095;3.795741699;#VALUE!;1.806553205;4.100624161;1.988190116;0.765294141;1.138095707;2.198638818;1.993866559;1.071064709;3.92844533;3.953374492;4.084874402;3.763940043;4.175552466;2.042290181;1.142903261;1.951317827;3.993161266;4.232107486;5.243383456;1.884247535;1.854146825;0.802648748;3.182821907;3.187354388;2.227956236;1.77437971;6.157691105;6.236525501;1.899614396;2.242083227;2.060571999;1.835372568;1.896833424;5.862937046;3.237440314;4.004593953;4.238024911;4.860200136;5.054056605;3.024637517;3.999573557;3.783073065;4.172366415;4.943840225;3.754550919;5.034285909;4.189248378;2.917909371;3.068155917;4.007488153;6.033723343;2.24114594;4.167595509;4.088485443
3.840125242;16.19107035;1.956124179;1.055432934;3.812428784;1.930667982;6.185147031;1.035186723;1.009206319;1.046001903;2.082678375;2.157144041;5.205310805;4.071070891;1.800769772;#VALUE!;2.852626907;1.173140336;3.208915096;1.801174331;0.907533753;1.812110718;1.994789445;0.885398837;2.200606622;3.799327809;3.934652105;-0.133771584;3.082716634;5.090499443;0.862653301;1.107067645;3.763001862;0.21567166;4.182669315;4.226036475;0.881657237;0.908523308;2.797916783;3.001076144;2.096072429;1.957433636;1.860573858;2.228882444;-0.007524613;6.237168311;2.946281524;2.989553079;3.864666543;5.900776997;3.783269054;4.02475403;3.779032126;4.097773814;5.228232773;4.852599205;4.186965194;4.770347458;5.206771641;3.877977223;4.051753852;2.876835425;4.117843758;4.816185861;3.209659669;3.069154303;1.824610609;3.810123253;3.921702818;3.946978359
3.902189824;15.98734495;1.90251794;2.048961387;5.037834726;2.014638664;5.801282197;1.220637399;1.021443264;1.244083718;2.06879121;1.896261485;4.944477057;5.079251386;2.237297126;#VALUE!;3.008542341;4.139806741;3.132327421;1.857693304;0.769262814;2.089021021;1.932127236;2.075670891;3.789241348;3.867577428;4.92515232;4.154625322;4.846467512;4.785538366;4.850387179;1.146189548;1.908564195;1.796818423;0.899511908;3.832485227;1.05621972;0.938035305;2.955476135;3.197409914;6.235793695;3.085161573;2.884420051;3.062109739;2.981427432;2.235660403;6.235646879;1.842474643;6.097645634;5.801955325;5.784965152;4.245383198;4.152569321;2.797384597;3.16001941;4.001200843;4.158576882;5.198065012;4.976910422;3.778043312;5.207563217;3.140003214;2.824563673;4.024805875;3.071381456;4.193029821;3.061742322;4.177577649;4.969733221;3.153937807
2.981532565;9.146937961;1.062489909;1.109088464;4.195949529;1.803219342;6.01249305;1.057457689;1.21369183;4.954584852;2.076362084;2.028052387;5.082228279;0.993820013;1.825662356;#VALUE!;3.089570265;2.838331124;2.206520509;1.167247399;-0.057549014;2.049811467;2.046019548;1.811779481;3.193097886;0.208252803;3.096013153;1.834086889;1.099687191;0.931593124;1.038705633;0.841372503;3.167529347;2.920667774;4.81356525;2.167997291;1.852965302;3.049370405;2.137745047;1.900379567;2.93941198;3.244230767;0.94957607;3.232408795;2.808952532;0.177597768;3.160160026;1.900162707;2.128480229;0.77420752;0.934526583;4.047029259;-0.117540114;3.957675109;3.9657149;3.144367569;4.239400391;3.797554941;0.017331261;4.971190328;3.859483226;2.889602746;1.889481033;3.027093785;1.76763085;3.136417644;0.919403975;1.796619361;1.978725226;2.768321473
2.951722915;8.891132279;1.880439315;1.142441817;3.874158042;2.042953345;5.921138255;1.009691457;0.867662958;1.091784995;1.817211861;1.825426865;5.157958951;1.220855159;2.055758597;#VALUE!;3.197245006;3.072356199;3.010666133;2.10443313;1.135596804;2.073459509;1.767694097;1.815542435;0.905476275;3.857590157;4.216081111;3.800117037;1.890238145;1.21365328;1.007064852;2.896863893;5.165962056;5.129972034;4.119335445;3.981042995;0.912527996;0.864565404;3.069937082;2.940520618;1.908583468;1.956047976;1.84317092;2.882945728;1.950119617;2.158307717;0.906911988;1.099610713;2.201134679;1.113351041;1.845226069;4.14488105;4.013505249;3.901172856;3.939535274;3.852398263;4.073288904;4.77092308;4.133042425;3.891750175;4.802175581;2.790034301;2.953212728;3.927989263;2.890731166;2.900223965;2.040264741;2.058260191;2.949518652;3.009170284
2.218248321;3.789334845;0.89461014;1.917922199;3.869686796;1.90581665;5.96783979;2.006807925;8.001663784;0.817194193;2.230136296;1.793680613;5.21726254;2.911924139;2.144950298;#VALUE!;2.13439614;2.774198253;3.097376165;2.142551088;0.795161768;1.906958784;1.186115375;0.854355835;4.150819079;4.136834331;2.944198855;-0.09818098;3.209073354;4.112902979;3.032233017;2.202614852;2.950226526;5.205995273;3.981769347;4.132809394;1.205203872;1.153584857;1.985731007;2.940885336;1.003880978;2.832085458;6.028314666;2.07341929;3.072100211;1.943041812;2.189784298;3.04144732;1.201985449;3.053872601;1.831948285;2.961461292;2.103926682;2.867642666;3.952692872;4.755770724;4.821008908;4.887135867;4.165986841;0.811639208;4.068773506;1.839206248;2.789703187;4.878195168;3.002510724;2.946833034;5.87568646;3.139736759;3.939200083;3.198119561
2.926994348;9.028271611;1.883275682;0.874632166;4.099136228;1.937976715;6.028193328;0.766195712;0.956195046;1.000999518;1.840549669;1.788315621;4.80672193;4.145217381;1.890542663;#VALUE!;3.101503283;0.942160348;3.011634223;1.952366621;0.783921532;1.764528252;1.840681784;1.889185072;1.180735355;4.116009765;5.174354686;4.220683705;1.914110476;4.777238345;1.895153076;3.79138536;4.937257777;2.830562273;5.053784772;3.824726041;1.184550656;1.058389664;2.831147447;2.816674365;1.14893363;0.810466327;3.052933585;3.030926468;1.859216486;2.041857839;1.969071835;1.927719687;2.184073628;1.781045953;2.127390728;3.776045316;3.974195657;3.241944049;4.012142448;3.798609924;4.230819456;3.845744402;4.08659333;3.969740296;-0.090573895;2.848561134;2.967957204;3.93603871;2.837244106;3.026018729;2.888074225;2.081944462;2.792684951;4.213614893
2.120413191;4.123576027;0.84848689;1.193939935;5.119263357;2.091650936;5.891267454;0.912853092;1.165424859;4.838212303;1.777744327;2.153428138;5.073515361;1.813243479;1.994921324;#VALUE!;2.216584129;1.840850539;2.034442626;0.756682684;1.028406692;1.831868743;2.122916036;2.777357786;2.97891077;1.802680615;3.097263178;2.044074618;5.156424298;1.897108093;0.890913995;1.82185115;2.809280885;1.968541425;4.963816024;1.768134109;1.97064977;2.934447951;2.956630209;3.084582901;1.947535484;1.873404494;2.050644236;3.07817387;3.060136068;1.797453951;1.917597645;1.846192256;0.776763507;0.76477276;1.211584124;3.130871448;2.866851035;4.12461995;3.91838372;3.193202518;3.825588684;2.811999214;2.990842054;0.794599583;3.983938032;2.805071414;3.232186406;3.233285318;3.070697156;3.157535383;2.00543273;2.165254572;2.972474736;3.05913046
1.950912352;3.970457168;2.248957423;1.237856108;5.831206036;1.831878311;4.788694756;1.234245929;1.09184871;1.904956404;1.763888365;1.843632343;3.930886051;4.196590102;2.101572167;#VALUE!;3.174017035;0.83301698;2.825042127;1.953777974;0.964658783;2.199266778;2.174763442;2.86201909;2.795105574;4.007260544;0.12140124;0.195796511;4.80888566;1.072447675;0.953158892;1.924488344;3.841601915;0.815752259;5.233357488;2.761304317;0.868872961;1.023174846;0.78342037;1.110603793;0.787125159;1.16183463;0.754487302;1.914177732;0.752184812;0.834851014;1.753739721;1.134095893;0.79547633;2.138162889;1.000924439;1.023751007;1.008073084;2.135830295;1.095942932;0.951682734;1.777231642;1.065950339;1.226259319;3.220811;3.986161367;1.881376945;1.167645066;1.12536081;0.867221995;2.17932249;0.891126305;0.968688878;1.163436305;0.986266239
2.016879337;3.95186689;0.776901533;0.819441932;3.803936566;2.234973054;6.008286548;2.155688385;1.196217955;5.00011648;2.765908995;1.853624284;4.752005372;2.902397582;2.190551837;#VALUE!;2.894791927;1.064371368;2.130580053;0.82463093;1.238738085;1.920506674;2.005876555;3.24224318;4.122634438;4.200173375;5.072026262;3.86027041;2.132148927;0.962367006;1.176286428;2.958816403;3.911804806;3.982002937;-0.080331861;3.034045637;1.786377979;1.756746727;3.101757247;3.013940926;2.02303584;2.845704435;1.98177053;2.019354154;2.967772871;1.811299121;2.162661619;1.811379121;2.960030821;1.946605028;1.869142523;3.867414291;3.959279943;3.249995447;3.81757314;2.816393229;4.072699583;3.22202985;2.944736065;1.929673984;4.02040699;2.825933223;3.072701057;3.091067418;3.179995005;3.044530063;2.076574781;3.040027981;3.069276869;3.917090478
2.767632265;9.232006397;1.052967828;2.201719536;2.948931467;1.76295837;5.793315909;1.016769896;0.827694767;4.244040375;2.798777602;2.177250956;2.225355179;2.8034939;2.986714358;#VALUE!;2.866668108;1.920768583;2.108352971;1.13852847;1.131724027;1.839639172;2.076666383;0.788258023;2.248956938;3.806365648;3.097033308;0.074868314;3.793445583;4.066611827;2.177470666;2.926176006;2.794957364;2.917693609;5.089863721;4.162504064;1.985158906;0.764364575;2.894230427;2.773293575;2.913304294;2.068136691;1.945051346;3.193612297;3.22342799;2.906477803;3.018658034;2.000038718;2.224226471;2.848870451;2.104177354;4.094980807;4.793161386;4.215829383;5.165358145;4.106089592;4.037892775;3.751548898;3.926185724;2.98950462;3.982975303;3.059213627;3.756117187;4.067028116;2.955428143;2.871750415;2.198508637;2.834652464;4.115749634;4.128248342
3.141396184;9.054710524;1.833271573;0.992593443;3.991903672;1.935265085;6.245054638;2.159011909;1.071598749;4.032574826;3.235744183;2.019834308;2.019890302;3.891779786;5.93328156;#VALUE!;3.191000604;3.159836375;2.83100252;1.770445987;1.045638223;1.232454085;2.047264559;1.117652776;3.014447718;2.823068477;4.220855152;4.070391271;5.195902177;2.838366829;1.149177746;3.043391317;3.167411068;4.006079608;3.923905549;3.105712411;2.001778809;1.108027084;2.892850856;1.883538616;2.199395124;2.872147723;1.876026212;3.032572843;2.841099949;3.163074026;1.940614452;2.020343267;2.933130771;2.168125884;2.965527361;4.176264373;3.895137351;3.949991562;4.03037368;3.972024449;4.098548116;4.23390801;4.016202227;4.90544303;5.025021475;2.97089658;3.187907397;3.932569085;3.209168266;3.0066261;1.959476819;2.901887634;2.936434312;4.103127235
3.242036593;9.074183887;2.198398895;0.913438568;4.100581558;1.952310425;5.781924265;0.876082913;0.760120972;1.967240263;2.881775893;2.246716238;4.798782543;3.033515031;1.982180509;#VALUE!;1.782850983;1.035364353;2.998085896;2.035692534;0.943906206;2.082731296;2.197452548;0.870988357;3.845812679;3.835843071;4.111387854;4.957921371;1.166291706;3.880921341;4.96583779;3.028566895;-0.078838579;-0.073710715;3.999067604;3.24393038;1.963483277;1.054479589;3.071744405;3.182863574;2.114309216;1.951017229;0.876825193;3.07017278;2.99347105;2.237272788;3.068674872;0.823411836;2.216339045;1.185575859;2.088214966;3.759052896;2.889824688;3.104835713;3.921574774;5.11684928;3.832448231;4.193870937;2.11058924;0.843869456;5.09504349;2.920511479;3.097057039;4.933547579;3.159965925;2.817151532;1.014411649;3.157304573;3.057565626;3.148987681
1.959995228;4.180420895;1.201761107;2.009137242;3.895186322;1.871463756;6.156160955;2.166445519;0.871095719;1.857806625;2.884396723;2.007524891;2.04780873;2.149341029;6.136018461;#VALUE!;2.789954433;4.15157762;3.177069014;2.049723152;0.871900423;1.818829705;1.90292944;1.059522003;3.074478919;1.95155855;5.11626556;5.091668063;1.239078349;5.232223596;0.930349421;1.145601251;4.755451839;4.984156687;4.960507784;3.76508137;1.00153235;1.231153527;0.770778527;1.012997087;0.812156361;1.054830842;0.763458501;0.872736543;0.98627823;0.924699375;0.791968597;0.963551803;0.968147215;0.855059166;0.76905269;4.870533434;3.986552417;3.774581948;3.100574766;3.977106348;4.021880847;5.104230967;5.246284632;1.090975066;4.237086884;1.247423171;2.854750472;3.938776944;1.055803933;1.980924301;1.150127642;1.803375577;2.825129751;3.198039935
3.201106261;8.889302254;2.152510763;0.787748822;4.148186213;2.080195952;6.123424475;1.026508773;1.061992678;1.149711525;2.919955872;2.184169238;3.918337595;3.089392226;2.911531509;#VALUE!;3.065840249;3.806692368;3.108199633;2.051648889;0.850125879;2.013382718;1.831450423;2.112190815;2.812752495;3.971888537;3.173367818;4.037691127;5.056207662;4.092337615;4.946528239;3.854828557;3.899814992;4.170959889;5.209906073;4.016270892;0.996088596;0.873575839;3.171781731;2.819843291;2.929895047;1.172524614;0.991817049;3.009066956;0.980096988;2.045423147;1.083323615;3.186192718;2.225698786;2.883934834;2.18566284;3.851322801;5.063623097;4.035594929;3.875963137;4.107730794;4.890523054;4.048984035;3.973580291;3.806079133;4.049672384;3.113917339;3.80170552;3.913309009;2.814339063;3.225725421;0.837388558;1.829208529;3.163443909;3.754402406
1.863577856;3.801816212;1.787900877;2.091112677;5.963687924;1.750818049;4.824648324;0.849163531;2.19675897;1.176725152;1.844543944;2.080423423;5.177331857;3.905029422;1.988909081;#VALUE!;2.803997326;1.913630706;2.184500831;0.934930538;1.14584125;1.919093095;1.945491262;1.227758985;4.082189789;0.811985237;3.235663348;5.20205212;2.030796539;4.244241768;4.014063776;2.079862979;4.035089474;3.863605755;5.128395002;2.139844656;2.245215815;0.852439867;0.894511584;2.174825066;2.015940457;2.030830622;0.886826648;2.07836324;2.98197989;1.885315338;2.976377733;0.85189843;2.066854161;3.215629948;1.959599035;4.155957899;3.826522396;3.218692946;4.156900348;4.206616073;4.128121138;3.833057333;4.093040606;3.243785683;1.846639931;1.799294367;3.079793075;4.08968383;1.781748085;3.075102314;0.791203712;2.099060776;4.022810759;3.243652624
2.006840307;3.929989308;2.072705819;2.124899466;5.939526093;2.106692303;4.991949723;1.755268105;0.811576906;4.937964299;1.001063199;2.162524758;5.216560907;4.226051839;2.029043469;#VALUE!;3.181876964;1.822529927;1.965930217;1.23507543;0.990123504;1.924966898;1.998775544;1.763742354;2.750973056;2.043250985;3.033341613;4.015671654;1.816860335;2.860223461;1.224945881;2.189147014;3.995974672;4.040363022;4.060324019;3.063609914;2.029524015;0.926240342;2.145375084;2.790607267;1.788696394;2.104366367;2.180076734;1.879977483;3.17386792;2.229142111;3.121479388;1.964625448;3.190479479;2.198504728;2.021584035;3.893153454;3.886574591;2.946752106;5.114209321;4.14132093;4.079538297;5.05701194;4.213429162;1.158428627;3.930233484;2.10327136;4.09491212;4.157819095;3.023191345;2.815030438;2.132105572;3.184637172;4.159930044;4.05212894
1.877426766;4.04820353;2.11693225;1.827140761;3.862201497;1.945376954;5.107237401;0.762886608;0.814515162;1.162700509;1.078467532;2.029062016;4.792632618;3.907447898;1.996181514;#VALUE!;1.796675425;1.034737059;2.046204295;1.192604909;1.013529376;1.88615641;1.823856408;2.829056761;3.147248133;4.068304302;2.166791097;4.140388609;1.246227332;2.185287787;1.052208846;3.21787612;4.216151039;4.15401093;3.960306173;2.151056679;0.870854998;0.930708966;3.147715573;2.87613192;2.066738603;1.937914065;1.904279837;1.756950981;3.152666713;2.919208118;2.838053745;2.034800102;3.13608995;2.760539741;2.816658703;3.958163837;2.828081733;3.89851156;3.933726055;2.910395835;3.838187332;3.000725945;2.840811386;3.177399363;4.007200821;2.866497293;2.90713222;2.779177967;2.869733095;3.245469571;2.007690712;3.090965221;2.915393845;3.025580339
1.821671562;3.874485636;2.188990138;2.080770606;4.045817251;1.772565019;4.795750251;0.996275712;1.177629202;1.91569576;3.139371498;1.865670085;5.00382995;3.784277317;2.044455809;#VALUE!;1.86070417;2.039254974;1.767795994;1.117978611;0.778365612;1.835229099;1.98689939;1.175258749;3.811842827;4.103217006;4.944015904;3.950720887;5.056472897;3.852578429;4.140271545;3.123820414;3.798041206;3.805664177;4.147592372;1.999137796;2.025240872;0.786848615;1.17768131;0.796382841;0.864108931;0.836130152;1.025018096;1.226745515;1.95717806;0.820164323;1.819333057;1.989625484;1.864324845;0.917122032;1.184987613;4.901273044;4.02429409;3.039995354;2.76178898;4.003798176;3.81866159;5.185880127;5.02978947;1.243992401;3.88082246;1.089434272;3.118404668;3.869685078;0.780778375;2.161508501;0.820296575;1.765710412;3.000967157;4.048572663
