x,y
13.05480068866,76.3221641119346
25.2384254905452,68.9133633755761
23.1553508372478,60.8484183471996
34.7867591608082,62.374536303667
35.4109048886794,58.8987189980316
38.5175405140372,56.1424244109387
97.1865108432285,79.0764314181978
68.0550425292563,68.7145731834059
76.9587226195596,84.0134969582564
77.8924457763679,94.2337408933988
95.1270061424319,81.5486319091794
60.3422905089889,75.1475592989026
97.8872293428121,102.366600071028
75.6921793935179,82.1061642879839
90.3069726352579,75.0050125673137
85.812705720906,86.1304198438951
68.3377260525281,91.2975051517278
83.666781599974,80.0484103071176
87.3537581669239,78.1499737784158
99.5888549762217,56.9343165879688
97.8662189235686,86.4674187156426
103.908271854247,93.8404509078118
88.6453470832675,88.001484363131
89.2308736285609,81.2713351943494
92.0338366461584,89.2870812004617
82.3837636006907,70.3317444801085
84.2532567905724,65.0041367134014
66.3740987479304,86.6660161879348
92.9363368608038,84.201243504036
94.2593188165924,87.1108269793863
87.8332411296568,78.822187424286
86.0677180134641,76.8655581814539
68.1025951114432,91.7571486742923
81.4267226893543,62.0488491384643
86.233705497175,87.6891953900048
99.5374146922332,80.2502250755499
81.2406742342721,64.0990749502439
79.7278307074908,91.3145138888754
81.5491996052647,89.2072924036531
74.2421356377239,79.4562614971669
88.5976031605352,57.874067884928
88.1595860275221,77.6724053960915
78.6329031462608,78.6423509994734
80.7391006468878,82.5016991026275
80.1932609028927,86.7514429162631
52.15392466561,84.8695323491323
106.772406388953,85.7573611495942
74.5757332976998,71.1517199306488
81.6237437153613,77.1768469741031
68.5675118768968,92.6385033860428
79.2024276604336,66.8949708426077
78.7638025443788,71.049282543024
51.2448083595911,81.3475634546757
65.6995880732567,95.6951373692563
78.2634051315474,91.6489923860377
81.0787210055706,88.2776442843162
78.1677588719173,81.598046869074
79.2451680460041,85.0563486690337
64.7122148992859,74.2806643984521
69.7182843327528,91.2777710691588
66.4963609026978,84.6230207858454
83.7907966302084,86.3989112937199
79.5950609629123,66.2390863052983
77.6934521536476,81.1110363726351
83.0756221633529,67.1949833840914
75.4219713600426,85.1437121248114
74.091938594404,85.706934411727
71.7213564834821,66.7570107603236
60.0281017572827,83.2101674795207
94.3561069941607,72.4492698285825
71.7110131819161,100.468508939893
78.6402862669827,78.2097007689582
93.3586379004765,95.4049943100101
75.0747649082971,65.2372705834623
60.6517483047447,70.384352827307
77.9068967072298,74.5339499963637
88.6586634728456,83.4616756464466
105.252704062925,78.4492895233933
72.1632058197945,82.2336709361661
86.1551294591187,85.2091294184889
68.610141051551,89.8101792222589
85.3976636208859,62.023239911695
66.7866700570237,81.1636488494875
68.3168366842134,100.488970684184
75.5356968987711,80.9598259688733
89.3092827748068,61.2152800327128
82.8368239611943,76.2622809375685
60.9085415728239,73.8510142284411
70.9123097056568,69.1456641427419
84.3272035222431,87.1661233518233
56.9482733477601,73.3688622655979
65.8359746096401,83.1440482754435
86.8865540789273,97.5456774324886
74.1044781519933,87.5168731495375
94.9004416417812,80.6211966124734
70.7861027798211,77.4322354619199
75.23311733714,82.7019997193148
80.0217564534633,88.7752488341213
88.4924748074733,100.803904485458
96.5934189766449,86.7714673164187
82.4367505324368,69.6498178471226
87.2324838569867,93.0799979151093
89.382302821882,76.0683611223268
73.0085080182111,67.8398400170745
71.1039482374178,83.2550753681179
73.724324769859,59.3054467306205}
